player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,Season,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,17.0,9.0,851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,394.0,85.8,6467.0,2332.0,123.0,138.0,89.1,172.0,189.0,91.0,43.0,61.0,70.5,1.0,10.0,0.0,0.0,16.0,377.0,15.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.42,4.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,27.0,12.0,19.0,8.0,0.0,28.0,23.0,5.0,15.0,53.0,1.0,526.0,100.0,306.0,215.0,12.0,0.0,526.0,259.0,0.0,2.0,0.0,285.0,2.0,5.0,0.0,12.0,2.0,0.0,0.0,1.0,1.0,56.0,13.0,13.0,50.0
Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,25.0,23.0,2064.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.09,0.04,0.09,2.6,2.6,0.11,0.11,2019-2020,22.9,7.0,0.0,35.0,0.31,0.05,0.14,0.13,-1.6,-1.6,1056.0,1233.0,85.6,21138.0,7421.0,338.0,375.0,90.1,537.0,597.0,89.9,157.0,217.0,72.4,6.0,58.0,4.0,2.0,93.0,1199.0,31.0,27.0,1.0,18.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,19.0,0.83,17.0,0.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,46.0,32.0,27.0,19.0,0.0,14.0,8.0,6.0,55.0,82.0,4.0,1486.0,111.0,655.0,781.0,63.0,15.0,1486.0,883.0,6.0,8.0,2.0,935.0,11.0,12.0,0.0,37.0,23.0,0.0,0.0,1.0,0.0,128.0,60.0,27.0,69.0
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,34.0,32.0,2783.0,2.0,1.0,0.0,0.0,5.0,0.0,0.06,0.03,0.1,0.06,0.1,2.0,2.0,0.07,0.07,2019-2020,30.9,5.0,0.0,23.8,0.16,0.1,0.4,0.1,0.0,0.0,1615.0,1876.0,86.1,26127.0,8416.0,798.0,862.0,92.6,612.0,706.0,86.7,129.0,192.0,67.2,12.0,83.0,5.0,0.0,93.0,1763.0,111.0,57.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,54.0,2.0,17.0,31.0,1.0,28.0,0.0,3.0,0.0,1.0,0.03,0.0,0.0,1.0,0.0,0.0,42.0,23.0,17.0,23.0,2.0,21.0,14.0,7.0,49.0,92.0,0.0,2155.0,121.0,832.0,1119.0,217.0,39.0,2155.0,1263.0,13.0,28.0,0.0,1384.0,17.0,7.0,0.0,32.0,37.0,0.0,0.0,1.0,0.0,199.0,104.0,45.0,69.8
Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,2.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.1,3.1,0.0,3.1,0.1,0.1,0.19,0.19,2019-2020,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,-0.1,14.0,23.0,60.9,170.0,49.0,6.0,9.0,66.7,5.0,6.0,83.3,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,10.0,13.0,2.0,25.0,18.0,4.0,0.0,2.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35.0,35.0,3150.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.01,0.01,2019-2020,35.0,1.0,0.0,100.0,0.03,0.0,0.0,0.47,-0.5,-0.5,485.0,1065.0,45.5,22089.0,19304.0,41.0,41.0,100.0,126.0,132.0,95.5,316.0,883.0,35.8,1.0,62.0,1.0,0.0,0.0,647.0,412.0,168.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,10.0,0.29,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,24.0,0.0,1153.0,877.0,1144.0,9.0,1.0,1.0,1153.0,533.0,0.0,1.0,1.0,346.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,53.0,12.0,0.0,100.0
Matt Doherty,ie IRL,"MF,DF",Wolves,eng Premier League,27,1992,36.0,32.0,2839.0,4.0,3.0,0.0,0.0,1.0,0.0,0.13,0.1,0.22,0.13,0.22,6.9,6.9,0.22,0.22,2019-2020,31.5,15.0,0.0,42.9,0.48,0.11,0.27,0.2,-2.9,-2.9,1392.0,1854.0,75.1,20176.0,8073.0,817.0,961.0,85.0,428.0,597.0,71.7,83.0,148.0,56.1,21.0,83.0,24.0,7.0,158.0,1518.0,333.0,3.0,1.0,11.0,45.0,0.0,0.0,0.0,0.0,330.0,3.0,41.0,63.0,2.0,44.0,1.0,10.0,2.0,14.0,0.44,6.0,0.0,4.0,1.0,0.0,55.0,29.0,34.0,17.0,4.0,34.0,4.0,30.0,40.0,52.0,1.0,2196.0,74.0,488.0,1088.0,632.0,89.0,2196.0,954.0,75.0,63.0,10.0,1332.0,47.0,15.0,0.0,28.0,18.0,3.0,1.0,1.0,0.0,160.0,132.0,96.0,57.9
Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,23.0,22.0,1888.0,11.0,3.0,0.0,0.0,2.0,0.0,0.52,0.14,0.67,0.52,0.67,8.1,8.1,0.39,0.39,2019-2020,21.0,25.0,0.0,59.5,1.19,0.26,0.44,0.19,2.9,2.9,221.0,290.0,76.2,3024.0,255.0,132.0,163.0,81.0,75.0,87.0,86.2,3.0,4.0,75.0,12.0,7.0,2.0,0.0,10.0,242.0,47.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,27.0,1.29,15.0,0.0,6.0,4.0,4.0,0.19,3.0,0.0,1.0,0.0,0.0,10.0,6.0,0.0,3.0,7.0,18.0,2.0,16.0,10.0,24.0,0.0,527.0,29.0,49.0,253.0,230.0,68.0,527.0,285.0,20.0,18.0,8.0,370.0,62.0,27.0,0.0,25.0,36.0,7.0,0.0,0.0,0.0,32.0,19.0,21.0,47.5
Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,6.0,1.0,148.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.07,0.07,2019-2020,1.6,3.0,0.0,75.0,1.82,0.0,0.0,0.03,-0.1,-0.1,60.0,75.0,80.0,884.0,251.0,32.0,37.0,86.5,24.0,25.0,96.0,2.0,7.0,28.6,4.0,10.0,1.0,0.0,8.0,69.0,6.0,2.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,8.0,4.86,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,93.0,2.0,6.0,45.0,43.0,2.0,93.0,47.0,4.0,3.0,0.0,61.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0
Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,15.0,14.0,1324.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,461.0,65.9,9100.0,7476.0,77.0,77.0,100.0,96.0,102.0,94.1,125.0,276.0,45.3,1.0,3.0,0.0,0.0,0.0,277.0,184.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,501.0,447.0,501.0,0.0,0.0,0.0,501.0,230.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,50.0
Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,16.0,7.0,699.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.13,0.4,0.4,0.05,0.05,2019-2020,7.8,1.0,0.0,10.0,0.13,0.0,0.0,0.04,-0.4,-0.4,337.0,407.0,82.8,5621.0,1595.0,161.0,179.0,89.9,127.0,147.0,86.4,33.0,50.0,66.0,11.0,30.0,8.0,1.0,40.0,376.0,29.0,18.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,21.0,2.71,19.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,21.0,14.0,15.0,5.0,1.0,12.0,2.0,10.0,12.0,7.0,0.0,492.0,16.0,110.0,280.0,105.0,7.0,492.0,250.0,7.0,6.0,1.0,281.0,5.0,1.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,70.0,4.0,9.0,30.8
